protest_date,region,location,actor,size,notes
2020-11-27,Thüringen,Jena,OTHER_CLIMATE_GROUP,,"Protestaktion gegen Autobahnausbau und Rodungen im Dannenröder Wald, zeitweise Vollsperrung der Autobahn 4."
2020-11-27,Sachsen,Dresden,OTHER_CLIMATE_GROUP,,"Protestaktion gegen Autobahnausbau und Rodungen im Dannenröder Wald, zeitweise Vollsperrung der Autobahn 4."
2020-11-27,Schleswig-Holstein,Schleswig,OTHER_CLIMATE_GROUP,,"Protestaktion gegen Autobahnausbau und Rodungen im Dannenröder Wald, zeitweise Vollsperrung der Autobahn 7."
2020-11-27,Hessen,Kassel,OTHER_CLIMATE_GROUP,,"Protestaktion gegen Autobahnausbau und Rodungen im Dannenröder Wald, Personen seilten sich von einer Brücke ab."
2020-11-27,Hamburg,Hamburg,XR,40.0,Blockadeaktion auf der Köhlbrandbrücke durch Anhänger von Extinction Rebellion.
2020-11-27,Hessen,Gießen,OTHER_CLIMATE_GROUP,,"Protestaktion gegen Autobahnausbau und Rodungen im Dannenröder Wald, Vollsperrung der Autobahn 485."
2020-11-27,Bayern,München,XR,,"Protestaktion vor der Zentrale von Amazon, symbolische Pakete mit Vorwürfen deponiert."
2020-09-27,Bayern,Bamberg,OTHER_CLIMATE_GROUP,600.0,"Climate protest: 600 people demonstrate in Bamberg, demanding more climate action and presenting a list of demands to the local politicians."
2019-03-15,Bayern,Landau an der Isar,FFF,26.0,Students demonstrate for better climate policy as part of 'Fridays for Future'.
2021-06-04,Bayern,Erlangen,OTHER_CLIMATE_GROUP,16.0,"Climate activists set up their climate camp in Erlangen to demand climate neutrality by 2025, a transportation transition, an energy transition, a rent cap, and a ban on food waste in retail."
2017-08-25,,Rheinisches Braunkohlerevier,OTHER_CLIMATE_GROUP,,"Protesters occupied a large excavator in the Inden open-pit mine and temporarily blocked a coal transport railway in the Garzweiler open-pit mine, without any violent confrontations with the police reported."
2019-10-18,Bayern,Erlangen,FFF,100.0,"Fridays for Future bike demonstration in Erlangen, with speeches and collection of signatures for the Erlangen cycling initiative."
2019-09-20,Bayern,Haßfurt,FFF,550.0,"Fridays for Future protest in Haßfurt with 550 participants, including children, adults, parents, and grandparents, advocating for reducing emissions and limiting global warming to 1.5 degrees Celsius, with speeches, chants, and information booths."
2021-05-26,Hamburg,Hamburg,XR,,"Extinction Rebellion occupied the Köhlbrandbrücke bridge in Hamburg to draw attention to climate protection, leading to a full closure of the bridge and the police removing the protesters."
2019-05-14,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Climate activists protest against VW at the annual general meeting in Berlin, criticizing the company's role in the diesel scandal and demanding consequences for the emissions scandal."
2019-09-20,Hessen,Frankfurt,FFF,,"Thousands of activists gather at Opernplatz for a climate protest in Frankfurt, with the Paulskirche being occupied; two activists in Darmstadt are arrested."
2021-08-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Environmental protection groups continued their climate protection protests in Berlin, with dozens of protesters occupying the access to the German Farmers' Association and later the street in front of the Ministry of Agriculture near the government district, with some protesters splashing red paint on the CDU party headquarters."
2018-10-27,Berlin,Berlin,OTHER_CLIMATE_GROUP,1000.0,"Around 1000 people protested in Berlin for bee-friendly agriculture, demanding that EU agricultural subsidies be distributed only to sustainable farmers."
2019-09-20,Hessen,Frankfurt,FFF,,"Climate protest in Frankfurt: Thousands demonstrate at Fridays for Future - Paulskirche occupied. Protesters gathered at Opernplatz and later occupied the Paulskirche, with two activists being arrested in Darmstadt."
2021-05-28,Nordrhein-Westfalen,Münster,FFF,77.0,"Small protest as a prelude to a large demonstration organized by Fridays for Future Münster, with a vigil in front of the town hall and a subsequent bike demo through the city."
2019-10-15,Schleswig-Holstein,London,XR,,"London police issued a protest ban for Extinction Rebellion, leading to the end of their distributed protest actions in the city; the police cleared the camp at Trafalgar Square, resulting in over 90 arrests."
2019-09-19,Nordrhein-Westfalen,Köln,FFF,20000.0,"Fridays for Future protest in Köln with more participants than expected, resulting in a crowded demonstration and the closure of a main street."
2019-09-19,Nordrhein-Westfalen,Münster,FFF,20000.0,"Fridays for Future protest in Münster with more than double the expected number of participants, demanding action for better climate protection."
2019-09-19,Nordrhein-Westfalen,Essen,FFF,5000.0,"Fridays for Future protest in Essen with significantly more participants than expected, gathering for better climate protection."
2020-11-14,Hessen,Homberg/Ohm,OTHER_CLIMATE_GROUP,,"Protest against deforestation for the construction of a highway, with activists setting off pyrotechnics, throwing stones and excrement at police officers."
2021-06-04,Niedersachsen,Wolfsburg,OTHER_CLIMATE_GROUP,40.0,"Climate activists chained themselves to excavators and rails at Volkswagen in the fight for a mobility and energy transition, demanding solutions such as free public transport, car-free bicycle-friendly cities, and expansion of the rail network."
2019-07-12,Bremen,Bremen,FFF,,"Bremer Schüler campieren auf dem Marktplatz für mehr Klimaschutz; Mahnwache von Schülern für mehr Klimaschutz, nachdem ihr Lager von der Polizei aufgelöst wurde."
2022-07-27,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,Protest against Tagebau Garzweiler: Occupation of excavator at Lützerath ended. Activists climbed onto a hydraulic excavator of the energy company RWE to stop its operation.
2019-10-08,Berlin,Berlin,XR,,Extinction Rebellion: Räumung an der Berliner Siegessäule vorest beendet | ZEIT ONLINE - The Berlin police temporarily ended the eviction of the street blockade at the Berlin Victory Column. Some climate activists of the Extinction Rebellion movement will continue the blockade of the Großer Stern intersection overnight.
2020-05-20,Nordrhein-Westfalen,Datteln,GP,,"Environmental activists protest against the Datteln 4 power plant, with participation from Greenpeace, Ende Gelände, Fridays for Future, and other organizations, including protests in front of the Uniper headquarters in Düsseldorf."
2019-12-02,Brandenburg,Lausitz,EG,4000.0,"Thousands of environmental activists protested against lignite mining in the Lausitz region and Leipzig area, blocking railway tracks, but confusion arose over an alleged attempt to storm a power plant."
2019-09-20,Nordrhein-Westfalen,Dülmen,FFF,1500.0,"Around 50 participants, including students, cyclists, and members of peace initiatives, marched in the 'Fridays for Future' demonstration in Dülmen. The organizers reported that 1500 people took part in the demonstration, with the majority being students. Richard Mannwald, one of the initiators of the 'Fridays for Future' group in Nottuln, called on the demonstrators to be persistent and not allow people to ignore the important issue of the climate crisis out of convenience."
2019-09-20,Nordrhein-Westfalen,Westerkappeln,OTHER_CLIMATE_GROUP,,"Protest march through the town center calling for measures to save the environment, with participation of kindergarten children and adults, but no response from the local administration."
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,,"Protests against the IAA Mobility car show in Munich, with clashes between protesters and police, including the use of batons and pepper spray, and the occupation of a house and blockades of the event area and a highway."
2019-06-24,Nordrhein-Westfalen,Rheinisches Revier,EG,,Climate protest: Activists occupied a brown coal excavator in the Rheinisches Revier.
2021-08-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Sit-in blockades and fake blood: Environmental activists protest. Environmental protection groups continued their climate protection protests in Berlin on Tuesday. Dozens of demonstrators first occupied the entrance to the German Farmers' Association and later the street in front of the Ministry of Agriculture near the government district. The CDU party headquarters were sprayed with red paint - according to the organizers of the protest, it was 'fake blood'. The police took the personal details of 40 participants. In the afternoon, demonstrations with hundreds of people moved from the party headquarters of the CDU and SPD to the city center. The police were present at the sit-in blockades, closed off streets, talked to the mostly young activists, and gradually tried to dissolve the blockades. There were no major traffic disruptions."
2022-06-21,Berlin,Berlin,OTHER_CLIMATE_GROUP,75.0,"Blockades of highway exits in Berlin by the group 'Letzte Generation' to demand more climate protection, resulting in 75 demonstrators being temporarily arrested and facing criminal and administrative proceedings."
2019-05-12,Nordrhein-Westfalen,Hambacher Forst,OTHER_CLIMATE_GROUP,,"Activists form a 'Red Line' on a wall near the RWE energy company's premises, wearing red clothing and displaying red banners, to protest against the expansion of a coal mine; some protesters approached the edge of the mining area but later withdrew."
2020-10-06,Berlin,Berlin,XR,,"Climate activists chained themselves to a business building in Charlottenburg, Berlin, to draw attention to the disproportionate influence of lobby and corporate interests on political decisions."
2021-08-19,Berlin,Berlin,XR,,Protesters from Extinction Rebellion climbed onto the roof of the NRW state representation building and demanded an immediate stop to coal-fired power generation; police removed them in the evening.
2021-08-19,Berlin,Berlin,XR,,"Protesters hung a banner at Friedrichstraße station, but attempts to climb onto the station roof were prevented by the federal police."
2021-08-19,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Activists occupied the road in front of the Federal Ministry of Agriculture on Wilhelmstraße in the morning, and in the afternoon, people wrapped in fishing nets protested at Wittenbergplatz."
2019-11-10,Berlin,Berlin,OTHER_CLIMATE_GROUP,100.0,"Climate activists caused chaos at Tegel Airport in Berlin by disrupting the flow of operations through civil disobedience, including sit-ins and blockades; police controlled access to the terminal, causing long traffic jams; some protesters managed to enter the airport building and held a sit-in protest; the activists demanded the immediate cessation of domestic and short-haul flights and a halt to the expansion of airport infrastructure."
2018-09-08,Niedersachsen,Stade,OTHER_CLIMATE_GROUP,650.0,"Protest against the construction of a coal power plant in Stade, with around 650 participants peacefully marching through the city center."
2022-11-24,Berlin,Berlin,OTHER_CLIMATE_GROUP,,Klima-Aktivisten der 'Letzten Generation' haben sich auf dem Rollfeld des BER festgeklebt und den Flugverkehr für eineinhalb Stunden lahmgelegt.
2020-08-12,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,140.0,"Protest against the climate, coal, and nuclear policies of the state, with around 140 participants criticizing Armin Laschet for protecting corporations that harm the future; the protest included a gathering in front of the cathedral and a conversation with the Minister-President."
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,,"IAA-Protest in München: Auseinandersetzungen mit der Polizei, Blockade der BlueLane auf der Autobahn A94."
2021-03-10,Hessen,Frankfurt,GP,,Greenpeace activists protested against the monetary policy of the European Central Bank (ECB) in Frankfurt by paragliding and displaying banners on the roof of the building; the activists voluntarily left the building after four hours and were later released by the police.
2022-06-26,Bayern,Garmisch,OTHER_CLIMATE_GROUP,,"Protest against the G7 summit with a focus on peace, climate justice, fairer economy, agriculture, and food sovereignty; some protesters also expressed solidarity with Ukraine."
2020-09-29,Bayern,Nürnberg,FFF,1500.0,"Climate protest event in Nürnberg, Bavaria, organized by Fridays for Future (FFF) with more than 1500 participants, following COVID-19 regulations."
2020-09-29,Bayern,München,FFF,400.0,"Smaller alternative climate protest event in München, Bavaria, organized by Fridays for Future (FFF) with 400 participants, following COVID-19 regulations."
2020-09-29,Bayern,Augsburg,FFF,300.0,"Climate protest event in Augsburg, Bavaria, organized by Fridays for Future (FFF) with a planned bicycle parade of 300 participants."
2020-09-29,Bayern,Regensburg,FFF,3500.0,"Climate protest event in Regensburg, Bavaria, organized by Fridays for Future (FFF) with a goal of forming a human chain of up to 3500 participants."
2021-09-04,Berlin,Berlin,FFF,30000.0,"Thousands of people demonstrate in Berlin for an open and solidary society, with a broad alliance of unions, parties, and associations calling for the 'Unteilbar' demonstration."
2020-11-27,Hamburg,Hamburg,XR,40.0,"Extinction Rebellion activists blocked the Köhlbrandbrücke bridge in Hamburg to protest against the environmental impact of the 'Black Friday' shopping event, with around 40 protesters on the bridge who refused to leave and were eventually removed by the police."
2019-10-07,Berlin,Berlin,XR,,"Extinction Rebellion activists protest for climate protection at Potsdamer Platz in Berlin, leaving behind a large amount of trash, including plastic waste."
2021-05-12,Berlin,Berlin,FFF,200.0,"Fridays for Future protestieren wieder für mehr Klimaschutz - Protest am Bundeskanzleramt in Berlin mit 200 Teilnehmern, Kritik an fehlender Konsequenz beim Kampf gegen die Erderwärmung und Forderung nach Klimaneutralität Deutschlands bis 2035."
2019-06-28,Hessen,Frankfurt,FFF,750.0,"The youth movement 'Fridays for Future' demands the declaration of a climate emergency in Frankfurt, with 750 students demonstrating and presenting clear demands to the city."
2020-09-26,Bayern,Erlangen,FFF,1100.0,"Fridays for Future organized six neighborhood protests in Erlangen with around 350 participants to raise awareness for climate protection and demand action from politicians, while adhering to COVID-19 safety measures."
2020-11-14,Hessen,Homberg/Ohm,OTHER_CLIMATE_GROUP,,"Protest against deforestation for the construction of a highway, with activists setting off pyrotechnics, throwing stones and excrement at police officers."
2020-07-27,Bayern,Bamberg,FFF,300.0,"Around 300 people gathered in Bamberg to protest for climate action organized by Fridays for Future, with speeches highlighting the need for renewable energy and the impact of climate change on human rights."
2019-10-16,Bayern,München,GP,,Greenpeace activists modify the logo at the CSU headquarters in Munich to criticize the Union's climate policy.
2019-05-19,Bayern,Weisendorf,OTHER_CLIMATE_GROUP,,Protest against the construction of a biogas plant and a cattle stable due to concerns about climate change and environmental impact.
2019-09-27,Bayern,München,OTHER_CLIMATE_GROUP,,"Climate activists hang protest banner at Hackerbrücke during Oktoberfest, criticizing the excessive consumption and the lack of action on climate change."
2021-09-14,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"After more than two weeks of hunger strike for a radical climate turnaround, one of the participants, 27-year-old Jacob Heinze, was taken to the hospital in Berlin on Tuesday afternoon (September 14, 2021)."
2019-06-16,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,100.0,"Fahrraddemo gegen Klimawandel und Gentrifizierung in Frankfurt, mit Forderungen nach bezahlbarem Wohnraum und Klimaschutz, friedliche Atmosphäre, keine Konfrontationen mit der Polizei."
2022-09-26,Rheinland-Pfalz,Mainz,FFF,1000.0,"Around a thousand people took to the streets in Mainz for a climate protest, demanding a rapid transition away from coal, oil, and gas and the provision of 100 billion euros for the expansion of renewable energies."
2020-08-14,Berlin,Berlin,BUND,,"Climate activists protest against coal-fired power plant Datteln 4 by handing over a list of over 40,000 signatures to the Finnish embassy in Berlin, calling for the Finnish Prime Minister to advocate for a quick shutdown of the power plant."
2020-08-14,Bayern,Helsinki,Extinction Rebellion,24.0,"Activists from Extinction Rebellion temporarily block a road in front of the parliament in Helsinki to protest against the coal-fired power plant Datteln 4, causing a temporary traffic standstill."
2020-08-14,Bremen,Espoo,Unknown,,Demonstrations take place in front of the headquarters of Finnish energy provider Fortum in Espoo to protest against the coal-fired power plant Datteln 4.
2020-08-14,,Various,Unknown,,Actions are planned in front of Finnish embassies and consulates in several European countries to protest against the coal-fired power plant Datteln 4.
2021-09-15,Nordrhein-Westfalen,Düsseldorf,XR,,"Extinction Rebellion: Erneut Demo im Regierungsviertel - Activists from Extinction Rebellion demonstrated again in the government district of Düsseldorf, occupying the NRW Ministry of Construction and climbing onto the roof of the neighboring police headquarters, where they were asked to come down without resistance."
2019-09-20,Bayern,Erlangen,FFF,6500.0,"On September 20, over 6500 people gathered in Erlangen for a climate protest under the motto #AlleFürsKlima, demanding more climate protection, a change in climate policy, and adherence to the Paris Climate Agreement."
2022-07-05,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Climate activists continue their sit-in protests on Berlin streets, blocking several highway exits in the city, resulting in traffic jams during rush hour."
2019-02-08,Bayern,Coburg,FFF,400.0,Climate protest event in Coburg where almost 400 students participated in a demonstration for more environmental and climate protection as part of the 'Fridays for Future' movement.
2017-08-27,Nordrhein-Westfalen,Grevenbroich,OTHER_CLIMATE_GROUP,,"Braunkohle-Gegner blockieren Straßen und Bahnstrecken bei Neurath, Polizei löst Blockaden auf."
2018-09-16,Nordrhein-Westfalen,Hambacher Forst,OTHER_CLIMATE_GROUP,,"Protest against the clearing of tree houses in Hambacher Forst, resulting in clashes between protesters and police."
2017-11-11,Nordrhein-Westfalen,Bonn,OTHER_CLIMATE_GROUP,,Colorful climate protest in Bonn: 'Merkel is sleeping'.
2019-07-27,Nordrhein-Westfalen,Münster,FFF,,24-hour vigil in front of the town hall: 'We strike until you act'.
2019-05-02,Niedersachsen,Lilienthal,FFF,,"Protest march in Lilienthal with students from the Integrierte Gesamtschule (IGS) Lilienthal supporting the Fridays for Future movement in Bremen, demanding more environmental protection and action against climate change from politicians."
2021-01-30,Bayern,München,OTHER_CLIMATE_GROUP,,"Protest against the plans of the Stadtwerke to build a new gas power plant in Unterföhring, which would result in large CO2 emissions for many more years after the shutdown of the coal block."
2019-12-06,Nordrhein-Westfalen,Madrid,OTHER_CLIMATE_GROUP,,"Thousands of people march through the city center of Madrid to advocate for more climate protection, with Swedish climate activist Greta Thunberg among them."
2019-03-15,Niedersachsen,Wolfsburg,FFF,1000.0,"Fridays for Future protest in Wolfsburg with around 1000 participants, peaceful demonstration in front of the town hall, no confrontations with the police."
2020-05-05,Bayern,Landshut,FFF,10.0,"Fridays for Future protest against the proposed government subsidy for the automotive industry in Landshut, with around ten participants demonstrating in front of the BMW plant."
2022-06-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Climate activists hang banner at SPD headquarters in Berlin-Kreuzberg, questioning 'Climate Chancellor' Olaf Scholz."
2019-04-26,Bayern,Karfreitag,FFF,1000.0,"Demonstration der „Fridays for Future“-Initiative mit rund 1000 Teilnehmern in Karfreitag, um politisches Gewicht für das Thema Klimawandel zu zeigen."
2017-01-23,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,15.0,"Protest against the participation of the LWL in RWE AG, demanding divestment from fossil fuel companies."
2020-01-31,Hessen,Frankfurt,FFF,300.0,"Protest by Fridays for Future and other environmental organizations, including Greenpeace and Attac, blocking the Friedberger Landstraße in Frankfurt to demonstrate against air pollution and demand a clean air plan and adherence to nitrogen oxide limits."
2020-01-31,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,200.0,"Protest by the initiative 'Nix NOx' in Frankfurt, blocking the area between Matthias-Beltz-Platz and Friedberger Platz for two hours to demonstrate against air pollution and demand a clean air plan and adherence to nitrogen oxide limits."
2019-10-08,Berlin,Berlin,XR,,"Extinction Rebellion activists occupied Potsdamer Platz in Berlin and clashed with the police, leading to the interruption of the eviction."
2021-03-28,Schleswig-Holstein,Paris,OTHER_CLIMATE_GROUP,12000.0,"Protest for more ambitious climate policy in France, with 12,000 participants in Paris, criticizing the government for not progressing ambitiously enough in the fight against climate change and demanding a 'real climate law'."
2019-04-08,Bayern,Marktbreit,OTHER_CLIMATE_GROUP,20.0,"Climate protest in Marktbreit with around 20 participants demonstrating against the ongoing climate change, including both young and older generations."
2021-09-11,Bayern,München,OTHER_CLIMATE_GROUP,,IAA-Protestmarsch in München: Die Polizei schreitet mit Schlagstock und Pfefferspray ein.
2019-10-12,Berlin,Berlin,XR,,"Extinction Rebellion protest in Berlin, with street blockades and attempts to block the entrances to the Federal Ministry of the Environment."
2019-02-08,Bayern,Coburg,FFF,,"Climate protest event in Coburg where representatives of the Marxist-Leninist Party of Germany (MLPD) were present and promoted their party to students, causing controversy and criticism from the mayor."
2019-09-20,Bayern,Kabul,OTHER_CLIMATE_GROUP,,"Climate protest in Kabul, Afghanistan, with dozens of young people demonstrating against global warming and calling for action to save the planet, despite the ongoing bombings and Taliban presence."
2018-12-17,Nordrhein-Westfalen,Kattowitz,OTHER_CLIMATE_GROUP,,"15-year-old climate activist Greta Thunberg criticizes politicians at the UN climate conference in Kattowitz, Poland."
2018-12-14,Schleswig-Holstein,Kiel,OTHER_CLIMATE_GROUP,500.0,Hundreds of students in Kiel demonstrate for climate protection as part of the actions for the UN climate summit in Kattowitz.
2018-12-14,Hamburg,Hamburg,OTHER_CLIMATE_GROUP,,Hundreds of students in Hamburg demonstrate for climate protection as part of the actions for the UN climate summit in Kattowitz.
2018-12-14,Bayern,München,OTHER_CLIMATE_GROUP,100.0,Around 100 students in Munich demonstrate for climate protection as part of the actions for the UN climate summit in Kattowitz.
2018-12-14,Nordrhein-Westfalen,Köln,OTHER_CLIMATE_GROUP,,Hundreds of students in Cologne demonstrate for climate protection as part of the actions for the UN climate summit in Kattowitz.
2018-12-14,Nordrhein-Westfalen,Aachen,OTHER_CLIMATE_GROUP,,Hundreds of students in Aachen demonstrate for climate protection as part of the actions for the UN climate summit in Kattowitz.
2018-12-14,Niedersachsen,Göttingen,OTHER_CLIMATE_GROUP,,Schülersprecher Hannes Eggers announces further demonstrations in Göttingen as part of the actions for the UN climate summit in Kattowitz.
2019-05-24,Niedersachsen,Wolfsburg,FFF,100.0,"Worldwide climate demonstration in Wolfsburg, organized by Fridays For Future, with around 100 participants marching through the city to raise awareness for climate change."
2020-09-26,Bremen,Bremen,FFF,2700.0,"Fridays for Future protest in Bremen with 2700 participants, following COVID-19 safety measures, including mask-wearing and social distancing; no confrontations with the police reported."
2021-09-15,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Protest against climate policy: Government concerned about hunger strikers. Activists have been on a hunger strike for two weeks, demanding a conversation with all three chancellor candidates about the climate crisis."
2019-02-04,Bremen,Bremen,OTHER_CLIMATE_GROUP,30.0,"Climate activists occupy SWB office at Wall - Activists from the 'Ende Gelände' alliance occupied the premises of the energy supplier SWB for about two hours and blocked the entrances for customers. The action was accompanied by a large police presence. The action is part of the alliance's nationwide action week protesting against the results of the Coal Commission, which has decided on a coal phase-out only from 2038. With posters and a sit-in blockade, the activists are calling for an earlier coal phase-out."
2021-08-16,Berlin,Berlin,XR,,"Climate protest: Police cleared the street at Brandenburg Gate in Berlin. Protesters gathered at the Brandenburg Gate to demonstrate for more climate protection. The police presence was large, and there were two arrests and seven lightly injured officers. A sit-in blockade was cleared in the afternoon, and a small group of protesters who had glued themselves to the street had to be removed with the help of chemicals. The situation at the Brandenburg Gate was calm in the afternoon, and the blockade was dissolved. Around 300 people were present. Extinction Rebellion called for the occupation of Monbijou Park near Hackescher Markt, where infrastructure such as tree houses, tents, and toilets was set up. The police surrounded the area and did not allow anyone in or out. Some people were sitting in the trees. The police presence was strong throughout the day in the city center. The organizers admitted that the police made it difficult for them. Further demonstrations and blockades are planned for the week."
2020-11-10,Hessen,Homberg/Ohm,OTHER_CLIMATE_GROUP,,"Protest against the deforestation of Dannenröder Forst for the construction of Autobahn 49, with confrontations between police and protesters."
2020-10-01,Hessen,Stadtallendorf,OTHER_CLIMATE_GROUP,,"Umweltaktivisten besetzen Waldcamp im Herrenwald bei Stadtallendorf, um gegen den Ausbau der A49 zu protestieren; Polizei umstellt Baumhäuser und es kommt zu Konfrontationen."
2021-09-14,Berlin,Berlin,OTHER_CLIMATE_GROUP,,First climate activist hospitalized due to hunger strike in Berlin - The 22-year-old biology student Simon Helmstedt is on a hunger strike for a radical climate turnaround and demands a public conversation with the three chancellor candidates about the reality of the climate catastrophe and the establishment of a citizens' council for immediate climate protection measures.
2021-03-28,Schleswig-Holstein,Paris,OTHER_CLIMATE_GROUP,44000.0,"Protests for more ambitious climate policy in France, with 44,000 participants in multiple cities, including 12,000 in Paris, demanding a 'real climate law' and criticizing the government's lack of ambition in fighting climate change."
2022-11-23,Hamburg,Hamburg,OTHER_CLIMATE_GROUP,,"Climate activists glued themselves to the conductor's podium at a concert in the Elbphilharmonie, calling for resistance against the government's indecisive climate policy."
2019-04-12,Nordrhein-Westfalen,Warendorf,OTHER_CLIMATE_GROUP,160.0,"Protest against the construction of the B 64n road, with 160 citizens gathering in front of the district office to express their resistance, arguing for smaller and more cost-effective solutions and criticizing the environmental impact and the prioritization of economic interests."
2023-01-11,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,300.0,"Protesters resist the eviction of the occupied village of Lützerath, with some throwing stones and pyrotechnics at the police."
2017-07-01,Rheinland-Pfalz,Quito,OTHER_CLIMATE_GROUP,,"EU ambassadors demonstrate on volcano against climate change in Ecuador, as part of the European Climate Diplomacy Days."
2021-06-04,Niedersachsen,Wolfsburg,OTHER_CLIMATE_GROUP,40.0,"Climate activists chained themselves to excavators and rails at Volkswagen in the fight for a mobility and energy transition, demanding solutions such as free public transport, car-free bicycle-friendly cities, and expansion of the rail network."
2020-12-05,Hessen,Dannenröder Forst,OTHER_CLIMATE_GROUP,,"Protest against the expansion of the controversial A49 highway, with activists setting up barricades and using pyrotechnics, resulting in confrontations with the police who used water cannons to remove the obstacles."
2021-05-27,Niedersachsen,Emden,GP,30.0,"Greenpeace activists prevent the export of hundreds of new cars by removing the keys from the vehicles in the port of Emden, as a protest against the use of combustion engines and for a faster transition to electric mobility."
2021-01-16,Berlin,Berlin,OTHER_CLIMATE_GROUP,10000.0,"Protest against the agricultural industry, demanding a radical change in farming practices, including reducing the number of animals in farms and meat consumption."
2018-06-26,Berlin,Berlin,Greenpeace,,Political protest by Greenpeace activists who colored the streets around the Berlin Victory Column with thousands of liters of yellow paint to demonstrate against the first meeting of the coal commission.
2021-05-09,Schleswig-Holstein,Paris,OTHER_CLIMATE_GROUP,,Tens of thousands protest in France against climate law.
2021-05-09,,Other French cities,OTHER_CLIMATE_GROUP,,Tens of thousands protest in other French cities against climate law.
2022-12-08,Bayern,München,OTHER_CLIMATE_GROUP,,"Protesters from the 'Letzte Generation' movement glued themselves to a runway at Munich Airport, temporarily causing the closure of the northern runway for about 45 minutes; no major disruptions to air traffic occurred, and the protesters were taken into police custody."
2022-12-08,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Members of the 'Letzte Generation' group entered the restricted area of Berlin Brandenburg Airport (BER), leading to their detention by the police; the incident did not affect flight operations."
2015-11-29,Bayern,Sydney,OTHER_CLIMATE_GROUP,45000.0,"45,000 people in Sydney demonstrate for stronger climate protection ahead of the UN Climate Conference in Paris."
2019-03-15,Berlin,Berlin,FFF,300000.0,"Fridays for Future protest in Berlin with 300,000 participants calling for more climate protection."
2019-03-15,Bayern,München,FFF,300000.0,"Fridays for Future protest in Munich with 300,000 participants calling for more climate protection."
2019-09-24,Bayern,Coburg,FFF,400.0,"Around 400 participants took to the streets in Coburg to protest for the protection of the Rottenbacher Moor and the climate. The protest included a march, two rallies, and slogans against the destruction of the moor."
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,,Proteste gegen IAA: Zusammenstöße und Pfefferspray - Bei Protesten gegen die Automesse IAA Mobility in München ist es zu Auseinandersetzungen mit der Polizei gekommen. Die Beamten setzten am Freitag mehrmals Schlagstöcke und Pfefferspray gegen Demonstranten ein. 16 Menschen wurden im Tagesverlauf festgenommen.
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,,Proteste gegen IAA: Zusammenstöße und Pfefferspray - Bei Protesten gegen die Automesse IAA Mobility in München ist es zu Auseinandersetzungen mit der Polizei gekommen. Die Beamten setzten am Freitag mehrmals Schlagstöcke und Pfefferspray gegen Demonstranten ein. 16 Menschen wurden im Tagesverlauf festgenommen.
2023-01-14,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,15000.0,"Thousands of people protested against lignite mining near Lützerath, with repeated clashes with the police and some protesters entering the mining area."
2018-07-28,Sachsen,Pödelwitz,OTHER_CLIMATE_GROUP,1000.0,"Climate activists from all over Germany protested against lignite mining in Pödelwitz, with workshops, excursions, and panel discussions taking place at the 'Klimacamp Pödelwitz' until August 5th."
2018-10-24,Nordrhein-Westfalen,Bergheim,OTHER_CLIMATE_GROUP,15000.0,Thousands protest against rapid end of lignite coal. Miners and employees of energy-intensive industries demonstrated in Bergheim and Elsdorf against a quick exit from lignite coal and advocated for the preservation of their jobs.
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,1000.0,"IAA Protest: Over 1000 climate activists demonstrate in Munich, with clashes between police and protesters."
2021-09-12,Bayern,München,OTHER_CLIMATE_GROUP,25000.0,"Protest against the IAA (International Motor Show) in Munich, including a large demonstration and a bike rally, with confrontations between police and activists."
2021-05-09,Schleswig-Holstein,Paris,OTHER_CLIMATE_GROUP,,Tens of thousands protest in France against climate law.
2018-09-16,Nordrhein-Westfalen,Nordrhein-Westfalen,OTHER_CLIMATE_GROUP,4000.0,"Demonstrationen von mehreren tausend Umweltschützern gegen die geplante Rodung des Hambacher Forstes und für einen schnellen Ausstieg aus der Kohleverstromung, mit Konfrontationen mit der Polizei."
2021-01-16,Berlin,Berlin,OTHER_CLIMATE_GROUP,10000.0,"Protest against the agricultural industry, demanding a radical change in farming practices, with around 30 tractors driving to the Chancellery; smaller demonstration due to the digital format of the Green Week."
