"id","newspaper","labels","year","excerpt"
3758,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20091212_SIDSD_748 Stuttgarter Zeitung 2009-12-12 Schorndorf in der Südsee Von Thomas Rothschild  Links eine schäbige Kühltruhe, davor ein Haufen Kartons und ein Transistorradio, im Hintergrund eine Spüle und eine Aluminiumstehleiter, ein weißer Küchenstuhl, eine Hängematte, rechts ein großes Poster mit Strand, blauem Himmel und Palme - es ist eine Illusion von Karibik und Südsee, die Silke von Patay als Ausstatterin auf die Bühne wirft. Und einmal mehr muss man sich als Zuschauer fragen: Ließ sich wirklich kein besserer Text finden? Diesmal lachten im Renitenztheater nicht einmal jene, auf deren schallende Kundgebung man sich ansonsten getrost verlassen kann. Weitere Aufführungen im Stuttgarter Renitenztheater fast täglich bis zum 28. Februar."
3759,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090516_EÄVAB_476 Stuttgarter Zeitung 2009-05-16 Empfänger von Agrarhilfen bald im Internet; Widerstand von Berlin ist zwecklos gewesen: Landwirte werden namentlich genannt Von Martin Maria Reinkowski  Die Staatssekretäre der Landwirtschaftsministerien von Bund und Ländern haben sich darauf geeinigt, von Mitte Juni an die Namen der Empfänger aller EU-Agrarbeihilfen ins Internet zu stellen. Auf einem Portal der Bundesregierung sind bereits die Landwirte und Unternehmen abrufbar, die im Jahr 2007 Zuschüsse für Investitionen, etwa einen Stallneubau oder allgemeine Projekte der ländlichen Entwicklung, erhalten haben. Bundeslandwirtschaftsministerin Ilse Aigner (CSU) verwies darauf, dass viele Landwirte vor den Verwaltungsgerichten gegen die Veröffentlichung geklagt haben. Der deutsche Bauernverband hatte seine Mitglieder dazu aufgerufen, Widerstand zu leisten. Die Offenlegung der Subventionen werde nur eine Neiddiskussion entfachen."
3760,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20091215_DTVES_1203 Stuttgarter Zeitung 2009-12-15 Der Traum von eigenen Stadtwerken Von Thomas Faltin  Es kommt selten vor, dass ein Oberbürgermeister öffentlich Asche auf sein Haupt streut. Alfred Bachofer, bis 2003 der Rathauschef in Nürtingen (Kreis Esslingen), hat damit kein Problem: ""Mein Gemeinderat war damals gut beraten, gegen mich zu stimmen"", sagt er rückblickend. Damals, in den Jahren 1998 und 1999, hatte überall in den deutschen Kommunen Panik geherrscht. Der Strommarkt war liberalisiert worden, jeder Stromkonzern durfte künftig überall um Kunden werben, und in sehr vielen Rathäusern glaubte man, die eigenen Stadtwerke würden in Kürze keinen Pfifferling mehr wert sein. Auch Stuttgarts OB Wolfgang Schuster argumentierte 1999, er müsse die Arbeitsplätze bei den Neckarwerken schützen - und verkaufte Strom-, Wasser- und Gasaktien für 2,3 Milliarden Euro an den Stromgiganten Energie Baden-Württemberg (EnBW). Der Gemeinderat folgte ihm einstimmig, bis auf PDS und ""Republikaner"". In Nürtingen waren die Stadtwerke rund 100 Millionen Euro schwer. ""Es war bei vielen schlicht der Lockruf des Geldes"", meint Alfred Bachofer. Auch er habe damals die EnBW zur Hälfte an Bord nehmen wollen. Doch sein Gemeinderat sagte Nein. Die meisten aber verkauften, und so liefern heute in den 179 Kommunen der Region Stuttgart nur noch zehn kommunale oder regionale Werke Strom an ihre Bürger. Die wirtschaftliche Lage dieser Betriebe ist blendend, was daran liegt, dass die damalige Prognose krottenfalsch war. Die Strompreise sanken nur kurz, jetzt liegen sie laut dem Verbraucherportal Verivox 79 Prozent über dem Stand von 1999. Und so weisen die Stadtwerke Bietigheim-Bissingen jährlich einen Gewinn von 6,5 Millionen Euro vor Steuern aus; davon fließen 1,2 Millionen Euro direkt in die Stadtkasse. Aus dem Gewinn der Stadtwerke Nürtingen werden drei Bäder und ein Parkhaus mitfinanziert. Viele OBs beneiden deshalb jene Kommunen, die den Mut hatten, dem Zeitgeist zu widerstehen. Damals schwammen diese Städte gegen den Trend, heute schwimmen sie im Geld. Das Albwerk in Geislingen/Steige (Kreis Göppingen) ist mitten in der Stromkrise gar neu gegründet worden. ""Wir hatten die Chance, bei null anzufangen und konnten uns gut positionieren"", sagt Geschäftsführer Hubert Rinklin. Im Übrigen lautet sein Grundsatz, der sich wie ein Aufruf an alle Bürgermeister anhört: ""Effizienz ist keine Frage der Größe, sondern der Aufstellung."" Tatsächlich hat sich binnen zehn Jahren der Wind gedreht - Rekommunalisierung lautet jetzt das Zauberwort. Die Gründe dafür liegen auf der Hand. Erstens wünschen sich die Bürger in Zeiten der Globalisierung überschaubare Strukturen: Bei einer Umfrage des Verbandes kommunaler Unternehmen stellte sich heraus, dass das Vertrauen der Bürger in eigene Stadtwerke immens hoch ist. Harald Raß, SPD-Stadtrat in Fellbach und Aufsichtsrat in den Stadtwerken Fellbach, kann das gut verstehen: ""Bei mir kann jeder Bürger zu Hause anrufen und sich beschweren - versuchen Sie das mal bei einem Aufsichtsrat der EnBW."" Zweitens fließt der Gewinn, wie gesagt, in die eigene Kommune. Und drittens hat die Stadt Einfluss darauf, welche Art Strom sie anbietet. Für Werner Wölfle, den Fraktionschef der Grünen im Stuttgarter Gemeinderat, ist das ganz zentral: ""Wir könnten, wenn wir Herr über den Strom wären, die erneuerbaren Energien ausbauen."" Eine Mär ist es allerdings, dass die Stadtwerke immer günstiger wären als die großen Energiekonzerne. Meistens trifft dies zwar zu, wie die Tabelle zeigt. In der Region Stuttgart ist die EnBW aber - wenn man die jeweils günstigsten Preise vergleicht - billiger als die Stadtwerke Neuffen. Nimmt man den Online-Kampfpreis der EnBW mit einem Bonus von 100 Euro, so ist der Karlsruher Konzern gar der zweitgünstigste Anbieter, aber nur im ersten Jahr. Für den Kunden ist der Vergleich zwischen Stadtwerken und EnBW allerdings zweitrangig: Seit der Liberalisierung des Strommarktes kann er sich ohnehin in ganz Deutschland den Lieblingsstromer suchen. Genau darin liegt auch eines der Probleme, wenn eine Kommune wieder ihr eigenes Stadtwerk gründet. Im Jahr 2012 laufen zwar alle Konzessionsverträge aus den früheren Neckarwerken Stuttgart aus, so dass viele Städte in der Region grundsätzlich die Möglichkeit haben, der EnBW das Netz und den Betrieb wieder abzukaufen. Doch mit dem Netz übernimmt die Kommune keinen einzigen Kunden, und auch der Strom selbst muss erst hergestellt oder bezogen werden - der wirtschaftliche Erfolg ist deshalb nicht garantiert. Hinzu kommt, dass viele Städte jetzt in der Wirtschaftskrise nicht das Geld haben, um die EnBW zu entschädigen. In Stuttgart geht es um rund 600 Millionen Euro. Und: man braucht sehr viel technisches Knowhow. Leichter tun sich so Städte, die bereits Stadtwerke mit Gas und Wasser besitzen. Die Stadtwerke als hundertprozentige Tochter einer Kommune sind so zwar der Traum vieler Oberbürgermeister, aber oft nicht zu realisieren. Manche Städte haben sich deshalb zusammengeschlossen (wie die Energieversorgung Filstal), sie haben andere Stadtwerke aufgenommen (wie Sindelfingen die Stadtwerke Schwäbisch Hall), sie überlassen der EnBW doch eine Sperrminorität (wie die Stadtwerke Nürtingen) oder sie machen mit bei der beabsichtigten Gründung einer Netz-KG, an der neben vielen Kommunen und Landkreisen der Neckar-Elektrizitätsverband (NEV) mit 15,1 Prozent und die EnBW mit insgesamt 49 Prozent beteiligt sind. Der Einfluss der einzelnen Kommune wäre dabei gleich null. Auch die bestehenden Stadtwerke stehen teils in den Startlöchern - so wollen die Stadtwerke Bietigheim-Bissingen Kommunen eine Kooperation anbieten: ""Wir sind auf Wachstum eingestellt"", sagt Geschäftsführer Rainer Kübler: ""So eine Chance erhält man nur alle 20 Jahre."" Rainer Kübler und auch Harald Raß raten den Gemeinden, die Konzession auf jeden Fall zurückzukaufen, wenn es sich technisch und wirtschaftlich machen lasse: ""Die Stromversorgung ist eine ureigene kommunale Aufgabe."" Ostfildern, Filderstadt und Leinfelden-Echterdingen denken bereits über gemeinsame Stadtwerke nach. Auch neun Gemeinden im Remstal wollen sich zusammentun. Göppingen will sich bis Ende 2010 entscheiden, wie es mit dem Stromnetz weitergeht. Dort hat man jetzt ein Gutachten in Auftrag gegeben. Während OB Guido Till heftig mit der Netz-KG liebäugelt, bevorzugen mehrere Fraktionen im Gemeinderat eine Kooperation mit der Energieversorgung Filstal oder mit mehreren anderen Kommunen. Der EnBW ist diese Entwicklung alles andere als gleichgültig - sie muss massiv um ihre Versorgungsgebiete fürchten. Der Super-GAU wäre für den Energiekonzern, wenn ihm auch die Landeshauptstadt Stuttgart den Rücken kehren würde. Und dafür spricht im Moment einiges, denn sowohl die Grünen als auch die SPD haben das gemeinsame Ziel, eigene Stadtwerke zu gründen. Eine Mehrheit im Gemeinderat ist also wahrscheinlich. SPD-Stadtrat Manfred Kanzleiter will sich auf die Struktur aber noch nicht festlegen: ""Ob die Stadtwerke zu 100 oder zu 51 Prozent Stuttgart gehören, muss sich zeigen."" Dass der Verhandlungspoker schwierig wird, das hat Werner Wölfle in vielen Gesprächen mitbekommen: ""Stuttgart wird der härteste Kampfplatz für die EnBW."" Wie es ausgehen wird, kann er nicht vorhersagen. Im Moment weiß Wölfle nur eines: ""Alle haben Schiss vor der EnBW."""
3762,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090327_DKZDE_648 Stuttgarter Zeitung 2009-03-27 ""Der Kontakt zu den Eltern ist wichtig""; Eine Hauptschullehrerin berichtet über ihren Alltag, Chancen und Nöte Von Marcus Sander  ""Ich wollte Ihren Job nicht machen!"" Wenn es sein muss, scheut sie da auch kein offenes Wort. Als beispielsweise ein türkischer Junge von einer Demonstration schwärmte, auf der er mit seinem Vater gewesen war, hat die Lehrerin nachgehakt. Der Junge hatte keinen Schimmer, wofür oder wogegen er demonstriert hatte. Da hat sie den Vater um ein Gespräch gebeten."
3763,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090831_SMDLS_761 Stuttgarter Zeitung 2009-08-31 Schluss mit der Leipziger Schule? Von Elke Linda Buchholz  Kölsche Klüngelei und undemokratische Vetternwirtschaft wittern die einen, von haltlosen Vorwürfen gegen die Hochschulleitung sprechen die anderen. Ost-West-Animositäten brechen wieder auf, Grabenkämpfe spalten die Studenten- und die Professorenschaft an der Leipziger Hochschule für Buchkunst und Grafik. Der Malerstar und Kunstprofessor Neo Rauch machte seinem Ärger in Interviews Luft, offene Briefe beider Seiten wurden an die Medien verschickt. Was ist da los? Nach nur drei Jahren hat der 1960 in Leipzig geborene Neo Rauch, der mit seinen verrätselten Figurentableaux zu den international bekanntesten deutschen Malern zählt, seine Professur an der Hochschule aufgegeben, um sich wieder ganz seiner Malerei zu widmen.  Das Angebot, selbst einen Vertreter zu bestimmen, lehnte er ab: ""Es sollte niemand von Rauchs Gnaden sein."" Doch mit dem Verlauf des Berufungsverfahrens, das darauf ins Rollen kam, war er auch nicht einverstanden. Den belgischen Künstler Michael Borremans brachte er als Wunschkandidaten ins Spiel, woraufhin die Hochschulleitung Einflussnahme aufs laufende Verfahren befürchtete und die Probevorlesungen der Kandidaten unter Ausschluss der Hochschulöffentlichkeit abhalten ließ. Nun fühlte sich die Studentenschaft übergangen, der Ton verschärfte sich.  Niemand bezweifelt, dass das Berufungsverfahren juristisch korrekt abgewickelt wurde. Doch der auserkorene Nachfolger für die Malereiprofessur Heribert C. Ottersbach wird keinen leichten Start in Leipzig haben. Mit seiner Berufung stammen nun drei von vier Professoren des Fachbereichs Malerei aus Köln und damit aus der Heimatregion des seit 2003 amtierenden Hochschulrektors Joachim Brohm. Dessen Kritiker werfen ihm einen autokratischen Führungsstil vor und sehen eine Richtungsentscheidung gegen die Tradition der ""Leipziger Schule"".  Ottersbach macht kein Hehl daraus, dass er mit Brohm eng befreundet ist. Doch jenseits des Verdachts persönlicher Kungelei gehört der 1960 geborene Ottersbach zu den profiliertesten deutschen Malern. Seine beklemmend-rätselhaften, kühlen Gemälde entstehen auf der Grundlage von Fotos und waren in den vergangenen Jahren in der Tübinger Kunsthalle, in München, Hamburg und Darmstadt zu sehen. Mit seiner figürlichen, konzeptuell fundierten Malerei passt Ottersbach auf den ersten Blick eigentlich recht gut ins Profil der Leipziger Hochschule. Seit DDR-Zeiten hat sie als Zentrum figürlicher Malerei einen besonderen Ruf.  Der Begriff Leipziger Schule war auch im Westen geläufig, spätestens seit Werner Tübke, Wolfgang Mattheuer und Bernhard Heisig 1977 auf der Documenta ihre Bilder zeigten. Alle drei hatten an der Leipziger Hochschule studiert und amtierten dort als Professoren. Einen einheitlichen Stil, wie ihn der Begriff ""Schule"" suggeriert, pflegten die drei jedoch nie. Die kühlen Neomanierismen Tübkes, die expressiven Farbschlachten Heisigs und die symbolstarken Bildformulierungen Mattheuers verband allein handwerkliches Können, gesellschaftsbezogene Themenwahl und ein Hang zu eigenwilliger Metaphorik. In der zweiten Leipziger Generation trugen Sighard Gille und Arno Rink den Staffelstab über die Wendezeit weiter. Aus ihren Schülerreihen ging die ""Neue Leipziger Schule"" hervor: mit Neo Rauch, Tilo Baumgärtel, dem in Stuttgart geborenen Tim Eitel und dem Rheinländer Matthias Weischer. Deutsche Galeristen setzten die jungen Maler auf dem internationalen Kunstmarkt durch. Den Künstlern selbst ist das Etikett längst lästig.  Mit seinem Abgang als Hochschullehrer hat Neo Rauch nun eine der personellen Traditionslinien der Leipziger Schule mit beherztem Schnitt durchtrennt. Im Profil der Leipziger Hochschule zeichnet sich schon seit längerem ein Richtungswechsel zu einer stärkeren Einbeziehung neuer Medien ab, der nicht nur den Fachbereich Malerei betrifft. Das provoziert Widerstände, dabei hat die Öffnung für neue Kunstentwicklungen in Leipzig durchaus Tradition. Als eine der ältesten Akademien Deutschlands wurde sie 1764, drei Jahre nach der Stuttgarter ""Académie des Arts"", gegründet und entwickelte im 19. Jahrhundert die Buchgestaltung zu ihrem besonderen Schwerpunkt. Heute haben die traditionellen Werkstätten für Bleisatz, Radierung und Holzschnitt Konkurrenz durch audiovisuelle Labore und Computer bekommen. Bekannt jedoch ist die Hochschule vor allem für ihre solide, handwerkliche Ausbildung. Mit der Schlammschlacht um die Rauch-Nachfolge droht die Hochschule ihr Renommee zu verspielen.  Der Leipziger Maler Neo Rauch glaubt, dass bei der Wahl seines Nachfolgers gekungelt wurde. Foto: dpa"
3765,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090618_NMZRU_792 Stuttgarter Zeitung 2009-06-18 Neue Machtprobe zwischen Richtern und Justizminister; Ulrich Goll muss um seine Favoritin für den Chefposten beim Oberlandesgericht Karlsruhe zittern - Rennen gilt als völlig offen Von Andreas Müller  Wenn der Präsident des Oberlandesgerichts (OLG) Karlsruhe, Werner Münchbach, Ende des Monats altershalber in den Ruhestand geht, dürfte man das im Stuttgarter Justizministerium nicht übermäßig bedauern. Dort gab es offenbar erhebliche Vorbehalte gegen Hügel, angeblich vor allem deshalb, weil es ihr an richterlicher Praxis mangele. Aus gewissen Kreisen, war zu hören, werde eine regelrechte ""Kampagne"" gegen die Kandidatin gefahren. Zeitweise schien deshalb sogar ungewiss, ob sie ihre Bewerbung aufrechterhalten würde, doch letztlich blieb sie dabei."
3766,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20091014_GGB_433 Stuttgarter Zeitung 2009-10-14 Gut gemeinte Überwachung Gerät der Kinderschutz in Großbritannien außer Kontrolle? Kritik entzündete sich am Fall zweier Mütter, die sich beim Kinderhüten abwechselten. Dem englischen Kinderbetreuungsgesetz von 2006 zufolge ist es nämlich ungesetzlich, ""gegen Entlohnung"" Kinder zu hüten, ohne eine solche Tätigkeit bei den Behörden anzumelden. Tatsächlich gilt als ""Entlohnung"" auch eine unentgeltliche Vereinbarung. Den Frauen drohte eine Strafanzeige wegen illegalen Kinderhütens. Erst als die Geschichte an die Öffentlichkeit kam, wurde der Vorwurf aus dem Weg geräumt.  Indes klagen englische Bürger noch aus anderem Grund über eine außer Kontrolle geratene Bürokratie in Sachen Kinderschutz. Der Kinderautor Philip Pullman sieht sogar die Big-Brother-Gesellschaft am Horizont heraufziehen, und hat bereits alle Schulbesuche abgesagt, bei denen er zu Lesungen eingeladen war. Pullman nämlich müsste sich, wie schätzungsweise elf Millionen andere Briten, auf pädophile Neigungen hin überprüfen lassen und sich bei der jüngst geschaffenen Unabhängigen Sicherheitsbehörde (ISA) registrieren lassen, um in die Schulen vorgelassen zu werden. Ein Register für Personen, die ""häufig"" mit Kindern Kontakt haben, wird dafür von dieser Woche an in England eingerichtet. Der Personenkreis freilich, der überwacht werden soll, umfasst die halbe Erwachsenenwelt in England - Lehrer, Ärzte, Krankenschwestern, Sporttrainer, Putzfrauen, Bibliothekare, Kindergärtner natürlich, aber auch Taxifahrer, die ""regelmäßig"" Kinder befördern. Registrieren lassen muss sich auch, wer in einem Sportclub aushilft, eine Kinderparty organisiert oder einen Austauschschüler bei sich aufnimmt. Bei allen Betroffenen muss klar sein, dass sie keine Vorstrafen haben, und sie niemand für verdächtig hält: Die 200 ISA-Inspektoren dürfen bei ihren Erkundungen auch Hinweisen Dritter nachgehen.  Nicht einmal Eltern, die Freundes- oder Nachbarskinder mehr als dreimal im Monat im Auto mitnehmen, kommen um die Anmeldung herum. Kritiker sehen das Risiko, dass jeder Erwachsene, der sich Kindern nähert, schon als Gefahr betrachtet wird. Philip Pullman, der Autor, schüttelt nur den Kopf: ""Das Ganze ist so verrückt, dass man schon fast wieder lachen muss.""  Großbritannien Der  Kinderschutz treibt recht skurrile Blüten.  Von Peter Nonnenmacher  www.stuttgarter-zeitung.de Umfrage Wie sicher ist der Nahverkehr? StZ bei Facebook Fan werden und gewinnen www.stuttgarter-zeitung.de Umfrage Wie sicher ist der Nahverkehr? StZ bei Facebook Fan werden und gewinnen www.stuttgarter-zeitung.de Umfrage Wie sicher ist der Nahverkehr? StZ bei Facebook Fan werden und gewinnen"
3767,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090609_EMSAK_918 Stuttgarter Zeitung 2009-06-09 Erzieherinnen müssen auf Kinderstühlen Platz nehmen; Heute wird in Stuttgart wieder gestreikt - Ein Vormittag in der städtischen Kita im Kneippweg offenbart die Probleme der Mitarbeiter Von Christine Keck  Manchmal würde sich Martina Neubauer gerne klonen. Dann hätte sie nicht mehr das Gefühl, sich ständig zerreißen zu müssen. Sich für bessere Arbeitsbedingungen einzusetzen, ist Neubauer und ihren Kolleginnen ein Anliegen. ""Der Streik ist unser einziges Mittel, um Gehör zu finden"", sagt die 45-Jährige und bedauert fast im selben Atemzug, dass er zunächst die Kinder treffe. Denen würde die Pädagogin das Durcheinander eines Ausstandes am liebsten ersparen. Der Förderverein Kinderfreundliches Stuttgart bietet am Mittwoch im Eltern-Kind-Zentrum, Ludwigstraße 41 bis 43, insgesamt 25 kostenlose Notbetreuungsplätze für Drei- bis Sechsjährige an (9 bis 16 Uhr, Mittagessen wird gereicht, Anmeldung wird erwünscht unter 07 11-216 61 12). Heute streiken die Erzieherinnen wieder, die Pinsel bleiben liegen. ""Es fehlt an Personal"" , sagt Martina Neubauer von der Cannstatter Einrichtung im Kneippweg."
3768,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090619_Aß_221 Stuttgarter Zeitung 2009-06-19 Anmaßend Es zeugt weder von sachorientierter noch von bürgernaher Ausübung des Amtes, wenn ein Oberbürgermeister permanent die Bedenken und Proteste einer Vielzahl von Bürgern zu bestimmten Projekten ignoriert und stattdessen davon unbeeindruckt genau diese Projekte vorantreibt, die weder für die Stadt noch für die dort lebenden Bürger gut sind. Es ist geradezu anmaßend, wenn ein Oberbürgermeister die Bürger seiner Stadt offensichtlich für politisch unmündig und profan beeinflussbar hält, wenn sich diese bei einer Kommunalwahl klar für die Parteien entscheiden, die Bürgerbedenken und Proteste ernst nehmen und in ihren Wahlkampfaussagen berücksichtigen. Oberbürgermeister Schuster bezeichnet es, wie die StZ in der Ausgabe vom 10. Juni berichtete, als polemisch und polarisierend, sich als Partei im Rahmen der Kommunalwahl gegen S 21 auszusprechen."
3769,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20091128_DZDAR_543 Stuttgarter Zeitung 2009-11-28 Die Zeit des angeketteten Rebellen wird kommen Die griechischen Götter sind menschlich in ihren Launen, ihren Schwächen, ihrer Zerstrittenheit. Prometheus hat sie von schmutzigen Höhlenbewohnern zum Kulturvolk gebildet. Wie leistet jemand Widerstand, der sich nicht bewegen kann? Indem er seinen Standpunkt verteidigt."
3771,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20091218_SßWAO_117 Stuttgarter Zeitung 2009-12-18 Straßensperrung wird aufgehoben; Oberboihingen Mit der Eröffnung des Kreisverkehrs ""Froschländer"" wird am kommenden Dienstag der erste Bauabschnitt in der Ortsumfahrung Oberboihingen abgeschlossen. Wenn der Verkehr im Kreisel rollt, dann soll auch die Sperrung der Landesstraße 1250 zwischen Wendlingen und Oberboihingen wieder aufgehoben werden, heißt es in einer Pressemitteilung des Regierungspräsidiums Stuttgart. Der Bau des Kreisverkehrs markiert den Auftakt zu einem ehrgeizigen Projekt. Die bisherige Landesstraße wird von der Ortsmitte jenseits der Bahngleise verlegt. Ein Bahnübergang soll geschlossen, ein zweiter durch eine Brücke über die Bahn ersetzt werden. Die Gesamtkosten für das Projekt belaufen sich auf rund 19,5 Millionen Euro. awa"
3772,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090513_SÄKGA_474 Stuttgarter Zeitung 2009-05-13 Straftäter klagt gegen Ausweisung; Nach tödlichen Messerstichen in der Theaterpassage will Verurteilter bei seiner Familie bleiben Von Susanne Janssen  Noch immer sind die Spuren in der Theaterpassage zu sehen: Nach einem Streit fand hier an einem Freitagabend im November 2007 ein 16-Jähriger den Tod. Eine Gruppe junger Albaner hatte sich mit drei Deutschen angelegt, eine Gruppe von Kurden mischte sich ein, die Auseinandersetzung wurde handgreiflich. In der Theaterpassage entfernten sich die beiden gleichaltrigen Jugendlichen von der Gruppe, plötzlich griff der damals 16-Jährige zum Messer. Er traf seinen Gegner mitten ins Herz - tödlich. Vor gut einem Jahr wurde der Albaner wegen Totschlags zu sechs Jahren und sechs Monaten Jugendstrafe verurteilt. Der Vorsitzende Richter am Landgericht erklärte damals in der Urteilsbegründung, der Angeklagte habe nicht töten wollen, ""aber er nahm den Tod des Opfers in Kauf"". Jetzt hat das Regierungspräsidium die Ausweisung des heute 18-Jährigen angeordnet. Wer als Ausländer zu mehr als drei Jahren Haft verurteilt wird, muss mit einer Abschiebung rechnen. Doch bei EU-Ausländern greift dieses Gesetz nicht. ""Die europäische Rechtsprechung steht dem entgegen"", erklärt Ulrike Zeitler, die Sprecherin des Verwaltungsgerichts. Eigentlich würden nur noch Terroristen abgeschoben. Und auch bei türkischen Staatsbürgern würde mehr und mehr genauso verfahren, weil die Freizügigkeit der EU hier de facto schon herrsche. Bei anderen Nicht-EU-Staaten greife das Gesetz normalerweise, doch auch hier ließen Familie und Lebensumstände Ausnahmen zu. Am 20. Mai wird vor der 12. Kammer des Verwaltungsgerichts über die Ausweisung verhandelt. Der 18-Jährige erklärt, er sei zur Tatzeit erst 16 Jahre alt gewesen, seine Entwicklung sei noch lange nicht abgeschlossen gewesen. Im Gefängnis werde er eine Ausbildung beginnen und damit eine Grundlage für ein geregeltes Leben legen. Durch all dies sei es unwahrscheinlich, dass er erneut eine schwere Straftat begehe. Noch dazu beruft sich der junge Mann darauf, dass seine Eltern und seine jüngeren Brüder in Deutschland lebten. Der Schutz der Familie, der in Artikel 6 des Grundgesetzes gewährt wird, sowie die Wahrung der Menschenwürde stünden seiner Ausweisung entgegen. Jährlich muss das Verwaltungsgericht in Dutzenden Fällen über die Ausweisung von Straftätern entscheiden. Ein 22-jähriger Türke aus Esslingen, der den Freund seiner älteren Schwester zur Wahrung der Familienehre getötet hatte, klagte vergebens gegen seine Ausweisung. Er war zu neun Jahren Jugendstrafe verurteilt worden. Die Anstaltspsychologen attestierten ihm zwar eine positive Entwicklung. Dennoch entschieden die Richter im August 2008, dass die Ausweisung rechtmäßig ist. Jetzt liegt das Verfahren beim Verwaltungsgerichtshof in Mannheim. Während sich die Kräne für den Bau der neuen Stadtbibliothek hinter dem Hauptbahnhof schon drehen, existiert das Einkaufszentrum nur im Modell. Modell Stadtplanungsamt Foto Steinert"
3773,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090916_SVZ_394 Stuttgarter Zeitung 2009-09-16 Sie verbauen Zukunftschancen An allen Ausgabenposten muss gekürzt werden, weil die Gewerbesteuereinnahmen der Stadt um hundert Millionen Euro zurückgehen werden. Nicht nur die Kommunalpolitiker wenden in solchen Fällen gerne die Rasenmähermethode an, indem allen ein wenig weggestrichen wird in der Hoffnung, dass die Proteste sich gegenseitig neutralisieren mögen. Besser wäre es jedoch, eine Auswahl zu treffen und besonders zukunftsträchtige Projekte vor allem im Bildungsbereich auszunehmen und dafür andere ohne Zukunft stärker zu reduzieren."
3774,"Stuttgarter Zeitung","irrelevant",2009,"StZ_20090731_ADDEG_407 Stuttgarter Zeitung 2009-07-31 Aufrecht durch die eigene Geschichte Die Schweiz und die Nazis: pünktlich zum 70. Jahrestag des Ausbruchs des Zweiten Weltkriegs am kommenden 1. September leben in Helvetien alte Legenden wieder auf. Im Zentrum einer verklärten Vergangenheit marschiert einmal mehr die Armee - wackere Wehrmänner, die Hitlers Truppen trotzig die Stirn bieten. Als hätte es die schmerzhafte Debatte über die unrühmliche Rolle der Schweiz im Zweiten Weltkrieg nie gegeben, trommelt die Aktion Aktivdienst, ein Verband von Armeeveteranen, für ihren ""Gedenkanlass zum 70. Jahrestag der Kriegsmobilmachung vom 2. September 1939"".  Im Schweizerischen Militärmuseum Full wollen die Kameraden am kommenden 5. September auf einem ""Festgelände"" ihrer heroischen Taten gedenken. Eine Feldküche wird die erwarteten 5000 Festgäste verköstigen. Militariashows, ein Platzkonzert und eine ""Festansprache"" des Verteidigungsministers Ueli Maurer sollen die Ehemaligen in ihren Glauben stärken: ""Unsere Armee hat das Land 1939/1945 vor Krieg bewahrt."" Das Schweizer Fernsehen bringt seinen Zuschauern die Zeit der Väter nahe: In der Serie ""Alpenfestung - Leben im Réduit"" spielen Soldaten den harten Alltag der Schweizer Armee im Zweiten Weltkrieg. Die Männer in den kratzigen Uniformen, bewaffnet mit Gewehren aus der Requisite, verstehen sich prächtig und zelebrieren ihre Bombenkameradschaft. Der naive Blick auf die eigene Geschichte löst bei etlichen Schweizern Entsetzen aus. Die linke Gruppe für eine Schweiz ohne Armee fordert den Stopp der Militärklamotte im Fernsehen. Der liberale ""Tages-Anzeiger"" bittet: ""Rettet uns vor dem Réduit."" Da die ""Festansprache"" des Verteidigungsministers das Treiben adelt, fühlt man sich an das Jahr 1989 erinnert. Damals gedachte das Land mit viel Getöse des Kriegsausbruchs 1939. Immerhin: 1989 lag das Ausmaß der Kollaboration der Schweizer mit dem NS-Regime noch im Dunkeln. Erst in den neunziger Jahren gab es die Enthüllungen über Naziraubgold und Konten ermordeter Juden. Auch der Mythos von der Abschreckungskraft der Schweizer Armee geriet ins Wanken. Heute weiß man: vor allem die einträgliche Kooperation mit Nazideutschland bewahrte die Schweiz vor einem Angriff der Wehrmacht.  Militärschau Die Schweiz feiert ihre Mobilmachung im Jahr 1939.  Von Jan Dirk Herbermann www.stuttgarter-zeitung.de Erinnern Sie sich? Das Louis-de-Funès-Quiz Partybilder Feiern in den Clubs www.stuttgarter-zeitung.de Erinnern Sie sich? Das Louis-de-Funès-Quiz Partybilder Feiern in den Clubs"
